aut,trial,propertyType,property
1,12,s0,0.10033248582045765
1,12,e1,0.37350359138068634
1,12,c1,0.014869741569472465
1,12,s1,0.20594562878936043
2,12,e0,0.3894652833200319
2,12,c0,0.1689507901863528
2,12,s0,0.16291805202425189
2,12,e1,0.37350359138068634
2,12,c1,0.16677423594515714
2,12,s1,0.15900645413651476
3,12,e0,0.4134078212290503
3,12,c0,0.21183458792029575
3,12,s0,0.19421083512614903
3,12,e1,0.42936951316839583
3,12,c1,0.07235288190182618
3,12,s1,0.11989047525914336
4,12,e0,0.44533120510774143
4,12,c0,0.1340349216037682
4,12,s0,0.16291805202425189
4,12,e1,0.8204309656823623
4,12,c1,0.7398590498299352
4,12,s1,0.5384314492470175
5,12,e0,0.36951316839584997
5,12,c0,0.02237585128782138
5,12,s0,0.1433600625855662
5,12,e1,0.75658419792498
5,12,c1,0.6758618224998875
5,12,s1,0.554077840797966
6,12,e0,0.42936951316839583
6,12,c0,0.2921575280339512
6,12,s0,0.24506160766673185
6,12,e1,0.9880287310454908
6,12,c1,0.9903067040671704
6,12,s1,0.9217680422452572
7,12,e0,0.4533120510774142
7,12,c0,0.2677760513322759
7,12,s0,0.24506160766673185
7,12,e1,0.7446129289704708
7,12,c1,0.7040443261249371
7,12,s1,0.5892822217876003
8,12,e0,0.5650438946528332
8,12,c0,0.5832024479564517
8,12,s0,0.39761392528848033
8,12,e1,0.9840383080606544
8,12,c1,0.9806134081343407
8,12,s1,0.97261881478584
9,12,e0,0.5690343176376695
9,12,c0,0.5524369471088362
9,12,s0,0.32720516330921184
9,12,e1,0.928172386272945
9,12,c1,0.9414168292143472
9,12,s1,0.9256796401329943
10,12,e0,0.6927374301675978
10,12,c0,0.678630753782672
10,12,s0,0.4523762957168003
10,12,e1,0.9880287310454908
10,12,c1,0.9806134081343407
10,12,s1,0.9882652063367886
11,12,e0,0.9960095770151636
11,12,c0,0.9903067040671704
11,12,s0,0.9804420105613143
11,12,e1,0.9680766161213089
11,12,c1,0.9829242536316516
11,12,s1,0.97261881478584
12,12,e0,0.9481245011971269
12,12,c0,0.9732309576988218
12,12,s0,0.9256796401329943
12,12,e1,1.0
12,12,c1,1.0
12,12,s1,1.0
13,12,e0,0.9680766161213089
13,12,c0,0.9658485072633031
13,12,s0,0.9647956190103657
13,12,e1,0.9960095770151636
13,12,c1,0.9903067040671704
13,12,s1,0.9843536084490514
14,12,e0,1.0
14,12,c0,1.0
14,12,s0,0.9647956190103657
14,12,e1,1.0
14,12,c1,1.0
14,12,s1,1.0
15,12,e0,1.0
15,12,c0,1.0
15,12,s0,0.9843536084490514
15,12,e1,1.0
15,12,c1,1.0
15,12,s1,1.0
16,12,e0,1.0
16,12,c0,1.0
16,12,s0,1.0
16,12,e1,0.9920191540303273
16,12,c1,0.9903067040671704
16,12,s1,0.9921768042245257
17,12,e0,1.0
17,12,c0,1.0
17,12,s0,1.0
17,12,e1,1.0
17,12,c1,1.0
17,12,s1,1.0
18,12,e0,1.0
18,12,c0,1.0
18,12,s0,0.9843536084490514
18,12,e1,1.0
18,12,c1,1.0
18,12,s1,1.0
19,12,e0,0.8523543495610535
19,12,c0,1.0
19,12,s0,0.6831605710932916
19,12,e1,0.9960095770151636
19,12,c1,1.0
19,12,s1,0.9960884021122629
20,12,e0,1.0
20,12,c0,1.0
20,12,s0,1.0
20,12,e1,1.0
20,12,c1,1.0
20,12,s1,1.0
21,12,e0,1.0
21,12,c0,1.0
21,12,s0,1.0
21,12,e1,1.0
21,12,c1,1.0
21,12,s1,1.0
22,12,e0,1.0
22,12,c0,1.0
22,12,s0,1.0
22,12,e1,1.0
22,12,c1,1.0
22,12,s1,1.0
23,12,e0,1.0
23,12,c0,1.0
23,12,s0,0.9882652063367886
23,12,e1,0.9800478850758181
23,12,c1,0.9829242536316516
23,12,s1,0.9804420105613143
24,12,e0,0.9960095770151636
24,12,c0,1.0
24,12,s0,1.0
24,12,e1,0.960095770151636
24,12,c1,0.9704967170128361
24,12,s1,0.9608840211226286
25,12,e0,1.0
25,12,c0,1.0
25,12,s0,1.0
25,12,e1,1.0
25,12,c1,1.0
25,12,s1,1.0
26,12,e0,0.9840383080606544
26,12,c0,0.9903067040671704
26,12,s0,0.8709172697046743
26,12,e1,1.0
26,12,c1,1.0
26,12,s1,1.0
27,12,e0,1.0
27,12,c0,1.0
27,12,s0,0.9843536084490514
27,12,e1,0.9880287310454908
27,12,c1,0.9764222461913193
27,12,s1,0.9608840211226286
28,12,e0,0.9002394253790902
28,12,c0,0.647720948960158
28,12,s0,0.8318012908273029
28,12,e1,0.9481245011971269
28,12,c1,0.6243310229613693
28,12,s1,0.9022100528065715
29,12,e0,1.0
29,12,c0,1.0
29,12,s0,1.0
29,12,e1,1.0
29,12,c1,1.0
29,12,s1,1.0
30,12,e0,1.0
30,12,c0,1.0
30,12,s0,1.0
30,12,e1,1.0
30,12,c1,1.0
30,12,s1,1.0
31,12,e0,0.9760574620909817
31,12,c0,1.0
31,12,s0,0.8122433013886172
31,12,e1,1.0
31,12,c1,1.0
31,12,s1,1.0
1,13,e0,0.34557063048683156
1,13,c0,0.12159220016502369
1,13,s0,0.13162526892235477
1,13,e1,0.36153232242617717
1,13,c1,0.13718354541223401
1,13,s1,0.12771367103461764
2,13,e0,0.40941739824421386
2,13,c0,0.1546334784326485
2,13,s0,0.15118325836104046
2,13,e1,0.38148443735035914
2,13,c1,0.19373757240756825
2,13,s1,0.1746528456874633
3,13,e0,0.4134078212290503
3,13,c0,0.1104053834203242
3,13,s0,0.21768042245257185
3,13,e1,0.41739824421388666
3,13,c1,0.206150524694462
3,13,s1,0.13162526892235477
4,13,e0,0.4333599361532322
4,13,c0,0.35840354086179516
4,13,s0,0.17856444357520046
4,13,e1,0.4333599361532322
4,13,c1,0.1623443165516103
4,13,s1,0.1550948562487776
5,13,e0,0.41739824421388666
5,13,c0,0.306009371731715
5,13,s0,0.19421083512614903
5,13,e1,0.4932162809257781
5,13,c1,0.4314823190838338
5,13,s1,0.3350283590846861
6,13,e0,0.6049481245011972
6,13,c0,0.6235161077569685
6,13,s0,0.3428515548601604
6,13,e1,0.9002394253790902
6,13,c1,0.8780394994689126
6,13,s1,0.8005085077254058
7,13,e0,0.5291300877893057
7,13,c0,0.3805095385684339
7,13,s0,0.3545863485233718
7,13,e1,0.9441340782122905
7,13,c1,0.9155017111534443
7,13,s1,0.9295912380207315
8,13,e0,1.0
8,13,c0,1.0
8,13,s0,0.9804420105613143
8,13,e1,0.9920191540303273
8,13,c1,1.0
8,13,s1,0.9882652063367886
9,13,e0,0.9401436552274541
9,13,c0,0.9764222461913193
9,13,s0,0.8982984549188343
9,13,e1,0.9960095770151636
9,13,c1,0.9903067040671704
9,13,s1,0.9530608253471543
10,13,e0,0.9800478850758181
10,13,c0,0.9764222461913193
10,13,s0,0.9804420105613143
10,13,e1,1.0
10,13,c1,1.0
10,13,s1,0.9921768042245257
11,13,e0,1.0
11,13,c0,1.0
11,13,s0,0.97261881478584
11,13,e1,0.9760574620909817
11,13,c1,0.9608034210800065
11,13,s1,0.9335028359084686
12,13,e0,0.9840383080606544
12,13,c0,0.9806134081343407
12,13,s0,0.8435360844905144
12,13,e1,1.0
12,13,c1,1.0
12,13,s1,0.9921768042245257
13,13,e0,0.6169193934557063
13,13,c0,0.5121648083276209
13,13,s0,0.4289067083903775
13,13,e1,0.8324022346368715
13,13,c1,0.9143487242768187
13,13,s1,0.8239780950518287
14,13,e0,1.0
14,13,c0,1.0
14,13,s0,1.0
14,13,e1,0.9880287310454908
14,13,c1,0.9829242536316516
14,13,s1,0.9882652063367886
15,13,e0,1.0
15,13,c0,1.0
15,13,s0,1.0
15,13,e1,1.0
15,13,c1,1.0
15,13,s1,1.0
16,13,e0,0.9002394253790902
16,13,c0,0.902832427191443
16,13,s0,0.8200664971640915
16,13,e1,1.0
16,13,c1,1.0
16,13,s1,1.0
17,13,e0,1.0
17,13,c0,1.0
17,13,s0,1.0
17,13,e1,0.9920191540303273
17,13,c1,0.9903067040671704
17,13,s1,0.9921768042245257
18,13,e0,0.8802873104549083
18,13,c0,0.9035849014890006
18,13,s0,0.690983766868766
18,13,e1,1.0
18,13,c1,1.0
18,13,s1,0.9921768042245257
19,13,e0,0.9960095770151636
19,13,c0,1.0
19,13,s0,0.9960884021122629
19,13,e1,1.0
19,13,c1,1.0
19,13,s1,0.9882652063367886
20,13,e0,0.9960095770151636
20,13,c0,0.9903067040671704
20,13,s0,0.9960884021122629
20,13,e1,1.0
20,13,c1,1.0
20,13,s1,1.0
21,13,e0,1.0
21,13,c0,1.0
21,13,s0,0.9843536084490514
21,13,e1,1.0
21,13,c1,1.0
21,13,s1,1.0
22,13,e0,0.9920191540303273
22,13,c0,1.0
22,13,s0,0.9921768042245257
22,13,e1,1.0
22,13,c1,1.0
22,13,s1,1.0
23,13,e0,1.0
23,13,c0,1.0
23,13,s0,0.9647956190103657
23,13,e1,1.0
23,13,c1,1.0
23,13,s1,1.0
24,13,e0,1.0
24,13,c0,1.0
24,13,s0,1.0
24,13,e1,1.0
24,13,c1,1.0
24,13,s1,1.0
25,13,e0,1.0
25,13,c0,1.0
25,13,s0,1.0
25,13,e1,1.0
25,13,c1,1.0
25,13,s1,1.0
26,13,e0,1.0
26,13,c0,1.0
26,13,s0,0.9960884021122629
26,13,e1,1.0
26,13,c1,1.0
26,13,s1,1.0
27,13,e0,1.0
27,13,c0,1.0
27,13,s0,1.0
27,13,e1,1.0
27,13,c1,1.0
27,13,s1,1.0
28,13,e0,1.0
28,13,c0,1.0
28,13,s0,1.0
28,13,e1,1.0
28,13,c1,1.0
28,13,s1,1.0
29,13,e0,1.0
29,13,c0,1.0
29,13,s0,1.0
29,13,e1,1.0
29,13,c1,1.0
29,13,s1,1.0
30,13,e0,0.9361532322426177
30,13,c0,1.0
30,13,s0,0.9335028359084686
30,13,e1,1.0
30,13,c1,1.0
30,13,s1,1.0
31,13,e0,1.0
31,13,c0,1.0
31,13,s0,1.0
31,13,e1,1.0
31,13,c1,1.0
31,13,s1,1.0
1,14,e0,0.22585794094173983
1,14,c0,0.2649952072787564
1,14,s0,0.21768042245257185
1,14,e1,0.40941739824421386
1,14,c1,0.30343426884561514
1,14,s1,0.19029923723841188
2,14,e0,0.349561053471668
2,14,c0,0.1400552077269812
2,14,s0,0.15118325836104046
2,14,e1,0.3974461292897047
2,14,c1,0.10501730950928062
2,14,s1,0.17856444357520046
3,14,e0,0.4333599361532322
3,14,c0,0.31200973339841903
3,14,s0,0.17856444357520046
3,14,e1,0.3894652833200319
3,14,c1,0.21290220378112887
3,14,s1,0.16291805202425189
4,14,e0,0.41739824421388666
4,14,c0,0.0866944913195488
4,14,s0,0.12771367103461764
4,14,e1,0.461292897047087
4,14,c1,0.5000992648612846
4,14,s1,0.2411500097789947
5,14,e0,0.4852354349561053
5,14,c0,0.0369001928785309
5,14,s0,0.10815568159593193
5,14,e1,0.5091779728651237
5,14,c1,0.4985725280255138
5,14,s1,0.32720516330921184
6,14,e0,0.704708699122107
6,14,c0,0.5146063035983008
6,14,s0,0.35849794641110894
6,14,e1,0.5650438946528332
6,14,c1,0.5100736474555558
6,14,s1,0.3819675337375318
7,14,e0,0.9800478850758181
7,14,c0,0.9667289502584897
7,14,s0,0.9687072168981029
7,14,e1,0.9840383080606544
7,14,c1,0.9829242536316516
7,14,s1,0.9882652063367886
8,14,e0,0.4533120510774142
8,14,c0,0.16506315971014804
8,14,s0,0.1707412477997262
8,14,e1,0.9401436552274541
8,14,c1,0.9829242536316516
8,14,s1,0.9022100528065715
9,14,e0,0.9800478850758181
9,14,c0,0.9829242536316516
9,14,s0,0.9374144337962057
9,14,e1,1.0
9,14,c1,1.0
9,14,s1,0.9804420105613143
10,14,e0,0.6967278531524341
10,14,c0,0.7290865251696635
10,14,s0,0.38587913162526893
10,14,e1,1.0
10,14,c1,1.0
10,14,s1,0.9804420105613143
11,14,e0,0.5889864325618516
11,14,c0,0.5077591036593442
11,14,s0,0.32720516330921184
11,14,e1,1.0
11,14,c1,1.0
11,14,s1,0.9960884021122629
12,14,e0,0.9920191540303273
12,14,c0,1.0
12,14,s0,0.9921768042245257
12,14,e1,1.0
12,14,c1,1.0
12,14,s1,1.0
13,14,e0,0.9640861931364725
13,14,c0,0.9503985196151451
13,14,s0,0.8670056718169372
13,14,e1,1.0
13,14,c1,1.0
13,14,s1,0.9569724232348914
14,14,e0,1.0
14,14,c0,1.0
14,14,s0,0.9960884021122629
14,14,e1,1.0
14,14,c1,1.0
14,14,s1,1.0
15,14,e0,0.7086991221069433
15,14,c0,0.6755776051987306
15,14,s0,0.6049286133385489
15,14,e1,1.0
15,14,c1,1.0
15,14,s1,1.0
16,14,e0,0.9680766161213089
16,14,c0,0.9732309576988218
16,14,s0,0.9530608253471543
16,14,e1,1.0
16,14,c1,1.0
16,14,s1,1.0
17,14,e0,1.0
17,14,c0,1.0
17,14,s0,0.91785644435752
17,14,e1,0.9960095770151636
17,14,c1,1.0
17,14,s1,0.9960884021122629
18,14,e0,0.5610534716679968
18,14,c0,0.5266330821756882
18,14,s0,0.29982397809505185
18,14,e1,1.0
18,14,c1,1.0
18,14,s1,1.0
19,14,e0,0.9361532322426177
19,14,c0,0.9161134852473184
19,14,s0,0.9374144337962057
19,14,e1,0.9960095770151636
19,14,c1,0.9903067040671704
19,14,s1,0.9960884021122629
20,14,e0,1.0
20,14,c0,1.0
20,14,s0,0.9882652063367886
20,14,e1,0.9960095770151636
20,14,c1,1.0
20,14,s1,0.9960884021122629
21,14,e0,1.0
21,14,c0,1.0
21,14,s0,1.0
21,14,e1,1.0
21,14,c1,1.0
21,14,s1,0.9960884021122629
22,14,e0,0.9960095770151636
22,14,c0,1.0
22,14,s0,0.9647956190103657
22,14,e1,1.0
22,14,c1,1.0
22,14,s1,1.0
23,14,e0,0.9880287310454908
23,14,c0,1.0
23,14,s0,0.7926853119499315
23,14,e1,1.0
23,14,c1,1.0
23,14,s1,1.0
24,14,e0,1.0
24,14,c0,1.0
24,14,s0,1.0
24,14,e1,1.0
24,14,c1,1.0
24,14,s1,1.0
25,14,e0,1.0
25,14,c0,1.0
25,14,s0,1.0
25,14,e1,1.0
25,14,c1,1.0
25,14,s1,1.0
26,14,e0,0.9880287310454908
26,14,c0,1.0
26,14,s0,0.9687072168981029
26,14,e1,1.0
26,14,c1,1.0
26,14,s1,1.0
27,14,e0,1.0
27,14,c0,1.0
27,14,s0,1.0
27,14,e1,1.0
27,14,c1,1.0
27,14,s1,0.9491492274594172
28,14,e0,0.8324022346368715
28,14,c0,0.8035037745883261
28,14,s0,0.6323097985527087
28,14,e1,1.0
28,14,c1,1.0
28,14,s1,1.0
29,14,e0,1.0
29,14,c0,1.0
29,14,s0,1.0
29,14,e1,1.0
29,14,c1,1.0
29,14,s1,1.0
30,14,e0,1.0
30,14,c0,1.0
30,14,s0,1.0
30,14,e1,1.0
30,14,c1,1.0
30,14,s1,0.9765304126735772
31,14,e0,0.8443735035913806
31,14,c0,0.9200640524706476
31,14,s0,0.8709172697046743
31,14,e1,1.0
31,14,c1,1.0
31,14,s1,1.0
1,15,e0,0.36951316839584997
1,15,c0,0.019788319533735218
1,15,s0,0.16682964991198904
1,15,e1,0.42936951316839583
1,15,c1,0.2240453570471183
1,15,s1,0.15900645413651476
2,15,e0,0.4533120510774142
2,15,c0,0.013284464533556401
2,15,s0,0.15118325836104046
2,15,e1,0.36552274541101354
2,15,c1,0.0946673901394037
2,15,s1,0.1433600625855662
3,15,e0,0.329608938547486
3,15,c0,0.25572982208768924
3,15,s0,0.16291805202425189
3,15,e1,0.3774940143655227
3,15,c1,0.06720776634334105
3,15,s1,0.08859769215724622
4,15,e0,0.38148443735035914
4,15,c0,0.17396970597570505
4,15,s0,0.13162526892235477
4,15,e1,0.441340782122905
4,15,c1,0.19159141858211953
4,15,s1,0.14727166047330334
5,15,e0,0.47326416600159615
5,15,c0,0.24196166746056103
5,15,s0,0.1746528456874633
5,15,e1,0.9082202713487629
5,15,c1,0.8534726941497739
5,15,s1,0.8357128887150401
6,15,e0,0.8124501197126895
6,15,c0,0.7093987931043936
6,15,s0,0.581459026012126
6,15,e1,0.9880287310454908
6,15,c1,0.9903067040671704
6,15,s1,0.9843536084490514
7,15,e0,0.553072625698324
7,15,c0,0.6742166419322273
7,15,s0,0.29200078231957755
7,15,e1,0.8922585794094174
7,15,c1,0.9109673519245194
7,15,s1,0.8396244866027772
8,15,e0,0.704708699122107
8,15,c0,0.6561316186197647
8,15,s0,0.471934285155486
8,15,e1,0.9441340782122905
8,15,c1,0.9561552113304734
8,15,s1,0.8982984549188343
9,15,e0,0.9840383080606544
9,15,c0,0.9658485072633031
9,15,s0,0.9022100528065715
9,15,e1,0.9880287310454908
9,15,c1,0.9732309576988218
9,15,s1,0.9882652063367886
10,15,e0,0.9561053471667997
10,15,c0,0.9171274698736347
10,15,s0,0.8670056718169372
10,15,e1,1.0
10,15,c1,1.0
10,15,s1,1.0
11,15,e0,1.0
11,15,c0,1.0
11,15,s0,0.9921768042245257
11,15,e1,0.9920191540303273
11,15,c1,1.0
11,15,s1,0.97261881478584
12,15,e0,1.0
12,15,c0,1.0
12,15,s0,0.9960884021122629
12,15,e1,1.0
12,15,c1,1.0
12,15,s1,1.0
13,15,e0,0.5091779728651237
13,15,c0,0.5467822370825807
13,15,s0,0.22550361822804615
13,15,e1,1.0
13,15,c1,1.0
13,15,s1,1.0
14,15,e0,1.0
14,15,c0,1.0
14,15,s0,1.0
14,15,e1,1.0
14,15,c1,1.0
14,15,s1,1.0
15,15,e0,1.0
15,15,c0,1.0
15,15,s0,0.9882652063367886
15,15,e1,1.0
15,15,c1,1.0
15,15,s1,0.9960884021122629
16,15,e0,1.0
16,15,c0,1.0
16,15,s0,1.0
16,15,e1,0.9960095770151636
16,15,c1,0.9903067040671704
16,15,s1,0.9960884021122629
17,15,e0,0.9680766161213089
17,15,c0,0.9650033601001418
17,15,s0,0.8787404654801486
17,15,e1,0.9960095770151636
17,15,c1,1.0
17,15,s1,0.9960884021122629
18,15,e0,1.0
18,15,c0,1.0
18,15,s0,1.0
18,15,e1,1.0
18,15,c1,1.0
18,15,s1,1.0
19,15,e0,0.8962490023942538
19,15,c0,0.9453089285210181
19,15,s0,0.7105417563074516
19,15,e1,1.0
19,15,c1,1.0
19,15,s1,1.0
20,15,e0,0.8962490023942538
20,15,c0,0.8907090941407874
20,15,s0,0.8474476823782515
20,15,e1,1.0
20,15,c1,1.0
20,15,s1,1.0
21,15,e0,1.0
21,15,c0,1.0
21,15,s0,0.9491492274594172
21,15,e1,1.0
21,15,c1,1.0
21,15,s1,1.0
22,15,e0,1.0
22,15,c0,1.0
22,15,s0,1.0
22,15,e1,1.0
22,15,c1,1.0
22,15,s1,1.0
23,15,e0,0.960095770151636
23,15,c0,0.9608034210800065
23,15,s0,0.9295912380207315
23,15,e1,0.9760574620909817
23,15,c1,0.9829242536316516
23,15,s1,0.9843536084490514
24,15,e0,1.0
24,15,c0,1.0
24,15,s0,1.0
24,15,e1,1.0
24,15,c1,1.0
24,15,s1,0.9882652063367886
25,15,e0,1.0
25,15,c0,1.0
25,15,s0,1.0
25,15,e1,1.0
25,15,c1,1.0
25,15,s1,1.0
26,15,e0,1.0
26,15,c0,1.0
26,15,s0,0.9765304126735772
26,15,e1,1.0
26,15,c1,1.0
26,15,s1,1.0
27,15,e0,1.0
27,15,c0,1.0
27,15,s0,1.0
27,15,e1,1.0
27,15,c1,1.0
27,15,s1,1.0
28,15,e0,0.9162011173184358
28,15,c0,0.9168968628976535
28,15,s0,0.7848621161744572
28,15,e1,1.0
28,15,c1,1.0
28,15,s1,1.0
29,15,e0,1.0
29,15,c0,1.0
29,15,s0,1.0
29,15,e1,1.0
29,15,c1,1.0
29,15,s1,1.0
30,15,e0,1.0
30,15,c0,1.0
30,15,s0,0.9921768042245257
30,15,e1,1.0
30,15,c1,1.0
30,15,s1,1.0
31,15,e0,1.0
31,15,c0,1.0
31,15,s0,1.0
31,15,e1,1.0
31,15,c1,1.0
31,15,s1,1.0
1,16,e0,0.3335993615323224
1,16,c0,0.10163505797639995
1,16,s0,0.12771367103461764
1,16,e1,0.34557063048683156
1,16,c1,0.12852239388377298
1,16,s1,0.14727166047330334
2,16,e0,0.3136472466081405
2,16,c0,0.04209921044242546
2,16,s0,0.16682964991198904
2,16,e1,0.3934557063048683
2,16,c1,0.16734579707602812
2,16,s1,0.1746528456874633
3,16,e0,0.4692737430167598
3,16,c0,0.38111898060745436
3,16,s0,0.1746528456874633
3,16,e1,0.4134078212290503
3,16,c1,0.3092116889266437
3,16,s1,0.15900645413651476
4,16,e0,0.47326416600159615
4,16,c0,0.21346770414910204
4,16,s0,0.16682964991198904
4,16,e1,0.4533120510774142
4,16,c1,0.2117155518940407
4,16,s1,0.11206727948366907
5,16,e0,0.36153232242617717
5,16,c0,0.1821463208082323
5,16,s0,0.13162526892235477
5,16,e1,0.9241819632881085
5,16,c1,0.9399599079573114
5,16,s1,0.7965969098376687
6,16,e0,0.4972067039106145
6,16,c0,0.4371764642854713
6,16,s0,0.19421083512614903
6,16,e1,0.6129289704708699
6,16,c1,0.5618446999601394
6,16,s1,0.4210835126149032
7,16,e0,0.8643256185155627
7,16,c0,0.9109179487989056
7,16,s0,0.6479561901036573
7,16,e1,0.8483639265762171
7,16,c1,0.929843216835807
7,16,s1,0.7457461372970858
8,16,e0,0.6488427773343974
8,16,c0,0.7611557729214727
8,16,s0,0.4093487189516918
8,16,e1,0.9680766161213089
8,16,c1,0.9550022244538477
8,16,s1,0.9765304126735772
9,16,e0,1.0
9,16,c0,1.0
9,16,s0,1.0
9,16,e1,0.9720670391061452
9,16,c1,0.9829242536316516
9,16,s1,0.97261881478584
10,16,e0,0.7486033519553073
10,16,c0,0.8099708339486764
10,16,s0,0.499315470369646
10,16,e1,0.9920191540303273
10,16,c1,0.9829242536316516
10,16,s1,0.9687072168981029
11,16,e0,0.960095770151636
11,16,c0,0.9437276747116579
11,16,s0,0.9413260316839429
11,16,e1,0.9920191540303273
11,16,c1,0.9903067040671704
11,16,s1,0.9921768042245257
12,16,e0,0.960095770151636
12,16,c0,0.9667289502584897
12,16,s0,0.9608840211226286
12,16,e1,0.9920191540303273
12,16,c1,0.9903067040671704
12,16,s1,0.9843536084490514
13,16,e0,0.8603351955307262
13,16,c0,0.6487056955187265
13,16,s0,0.8083317035008801
13,16,e1,1.0
13,16,c1,1.0
13,16,s1,1.0
14,16,e0,0.9840383080606544
14,16,c0,0.9829242536316516
14,16,s0,0.8122433013886172
14,16,e1,0.9960095770151636
14,16,c1,0.9903067040671704
14,16,s1,0.9921768042245257
15,16,e0,1.0
15,16,c0,1.0
15,16,s0,1.0
15,16,e1,1.0
15,16,c1,1.0
15,16,s1,1.0
16,16,e0,1.0
16,16,c0,1.0
16,16,s0,1.0
16,16,e1,0.9680766161213089
16,16,c1,0.9667289502584897
16,16,s1,0.9256796401329943
17,16,e0,0.9840383080606544
17,16,c0,0.9704967170128361
17,16,s0,0.9374144337962057
17,16,e1,1.0
17,16,c1,1.0
17,16,s1,0.9921768042245257
18,16,e0,1.0
18,16,c0,1.0
18,16,s0,1.0
18,16,e1,0.9640861931364725
18,16,c1,0.9829242536316516
18,16,s1,0.9217680422452572
19,16,e0,1.0
19,16,c0,1.0
19,16,s0,1.0
19,16,e1,0.9960095770151636
19,16,c1,0.9903067040671704
19,16,s1,0.9960884021122629
20,16,e0,1.0
20,16,c0,1.0
20,16,s0,1.0
20,16,e1,1.0
20,16,c1,1.0
20,16,s1,1.0
21,16,e0,1.0
21,16,c0,1.0
21,16,s0,1.0
21,16,e1,1.0
21,16,c1,1.0
21,16,s1,1.0
22,16,e0,1.0
22,16,c0,1.0
22,16,s0,0.9960884021122629
22,16,e1,1.0
22,16,c1,1.0
22,16,s1,1.0
23,16,e0,1.0
23,16,c0,1.0
23,16,s0,1.0
23,16,e1,0.9880287310454908
23,16,c1,0.9764222461913193
23,16,s1,0.9804420105613143
24,16,e0,1.0
24,16,c0,1.0
24,16,s0,1.0
24,16,e1,1.0
24,16,c1,1.0
24,16,s1,1.0
25,16,e0,1.0
25,16,c0,1.0
25,16,s0,1.0
25,16,e1,0.9800478850758181
25,16,c1,0.9704967170128361
25,16,s1,0.9804420105613143
26,16,e0,1.0
26,16,c0,1.0
26,16,s0,1.0
26,16,e1,1.0
26,16,c1,1.0
26,16,s1,0.9843536084490514
27,16,e0,1.0
27,16,c0,1.0
27,16,s0,0.9921768042245257
27,16,e1,1.0
27,16,c1,1.0
27,16,s1,1.0
28,16,e0,1.0
28,16,c0,1.0
28,16,s0,0.9569724232348914
28,16,e1,1.0
28,16,c1,1.0
28,16,s1,1.0
29,16,e0,0.9920191540303273
29,16,c0,0.9903067040671704
29,16,s0,0.9413260316839429
29,16,e1,1.0
29,16,c1,1.0
29,16,s1,1.0
30,16,e0,1.0
30,16,c0,1.0
30,16,s0,1.0
30,16,e1,1.0
30,16,c1,1.0
30,16,s1,1.0
31,16,e0,0.7805267358339985
31,16,c0,0.821706053582848
31,16,s0,0.6557793858791316
31,16,e1,1.0
31,16,c1,1.0
31,16,s1,1.0
1,17,e0,0.3375897845171588
1,17,c0,0.12335911317461387
1,17,s0,0.19812243301388616
1,17,e1,0.3774940143655227
1,17,c1,0.19109969396501886
1,17,s1,0.13944846469782907
2,17,e0,0.40941739824421386
2,17,c0,0.27947391396145427
2,17,s0,0.14727166047330334
2,17,e1,0.3774940143655227
2,17,c1,0.18213995979435862
2,17,s1,0.15900645413651476
3,17,e0,0.4014365522745411
3,17,c0,0.1500555443685934
3,17,s0,0.1433600625855662
3,17,e1,0.329608938547486
3,17,c1,0.22970836926892207
3,17,s1,0.1159788773714062
4,17,e0,0.43735035913806863
4,17,c0,0.08022044704822184
4,17,s0,0.10033248582045765
4,17,e1,0.461292897047087
4,17,c1,0.2504842413029413
4,17,s1,0.19029923723841188
5,17,e0,0.44533120510774143
5,17,c0,0.11567552025118297
5,17,s0,0.23332681400352043
5,17,e1,0.42936951316839583
5,17,c1,0.2170793604429542
5,17,s1,0.17856444357520046
6,17,e0,0.6169193934557063
6,17,c0,0.6171350824937695
6,17,s0,0.36632114218658324
6,17,e1,1.0
6,17,c1,1.0
6,17,s1,0.9921768042245257
7,17,e0,0.6209098164405427
7,17,c0,0.6254982192827606
7,17,s0,0.39761392528848033
7,17,e1,0.9720670391061452
7,17,c1,0.9469189632041554
7,17,s1,0.9608840211226286
8,17,e0,0.9720670391061452
8,17,c0,0.9704967170128361
8,17,s0,0.8943868570310972
8,17,e1,0.9521149241819633
8,17,c1,0.9829242536316516
8,17,s1,0.9413260316839429
9,17,e0,0.9680766161213089
9,17,c0,0.9806134081343407
9,17,s0,0.9687072168981029
9,17,e1,0.8922585794094174
9,17,c1,0.9095104306674838
9,17,s1,0.8435360844905144
10,17,e0,0.9720670391061452
10,17,c0,0.9553100641673121
10,17,s0,0.9569724232348914
10,17,e1,0.9920191540303273
10,17,c1,0.9903067040671704
10,17,s1,0.9804420105613143
11,17,e0,0.7964884277733439
11,17,c0,0.8749208599972708
11,17,s0,0.636221396440446
11,17,e1,1.0
11,17,c1,1.0
11,17,s1,0.9921768042245257
12,17,e0,1.0
12,17,c0,1.0
12,17,s0,0.9687072168981029
12,17,e1,0.9920191540303273
12,17,c1,0.9903067040671704
12,17,s1,0.9569724232348914
13,17,e0,0.5450917797286512
13,17,c0,0.2694615998631995
13,17,s0,0.2567964013299433
13,17,e1,1.0
13,17,c1,1.0
13,17,s1,1.0
14,17,e0,1.0
14,17,c0,1.0
14,17,s0,0.9960884021122629
14,17,e1,1.0
14,17,c1,1.0
14,17,s1,0.9921768042245257
